Series Name,Series Code,Country Name,Country Code,2019 [YR2019]
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Mozambique,MOZ,28.5160622638108
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Myanmar,MMR,14.3891961645863
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Namibia,NAM,32.2396187199815
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Nauru,NRU,129.065622738377
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Nepal,NPL,22.4013479087979
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Netherlands,NLD,39.5897884586878
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,New Caledonia,NCL,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,New Zealand,NZL,32.7926642420491
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Nicaragua,NIC,18.8466384856424
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Niger,NER,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Nigeria,NGA,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Northern Mariana Islands,MNP,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Norway,NOR,47.4757272646143
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Oman,OMN,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Pakistan,PAK,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Palau,PLW,24.5157600699613
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Panama,PAN,11.8306566995339
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Papua New Guinea,PNG,14.1989017332431
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Paraguay,PRY,17.5461211473474
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Peru,PER,19.5290026661565
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Philippines,PHL,16.0691583518188
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Poland,POL,34.1467261960069
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Portugal,PRT,37.4542586260299
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Puerto Rico,PRI,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Qatar,QAT,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Romania,ROU,29.6771501214245
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Russian Federation,RUS,27.4804517541099
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Rwanda,RWA,20.7410796619662
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Samoa,WSM,33.2623794178693
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,San Marino,SMR,41.6501560743295
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Sao Tome and Principe,STP,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Saudi Arabia,SAU,29.483222132743
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Senegal,SEN,21.2096729266894
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Serbia,SRB,39.2908234713367
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Seychelles,SYC,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Sierra Leone,SLE,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Singapore,SGP,20.9008158773088
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Sint Maarten (Dutch part),SXM,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Slovak Republic,SVK,37.0269429908891
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Slovenia,SVN,42.248384816706
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Solomon Islands,SLB,25.836571014357
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Somalia,SOM,0.000105905260110506
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,South Africa,ZAF,28.8976157499402
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,South Sudan,SSD,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Spain,ESP,27.8396917947532
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Sri Lanka,LKA,11.8842431168464
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,St. Kitts and Nevis,KNA,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,St. Lucia,LCA,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,St. Martin (French part),MAF,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,St. Vincent and the Grenadines,VCT,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Sudan,SDN,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Suriname,SUR,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Eswatini,SWZ,25.9326005374672
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Sweden,SWE,32.9529310255426
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Switzerland,CHE,17.906411725807
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Syrian Arab Republic,SYR,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Tajikistan,TJK,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Tanzania,TZA,13.2700185532593
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Thailand,THA,20.0041229020508
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Timor-Leste,TLS,67.4755723744906
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Togo,TGO,15.2423075954651
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Tonga,TON,24.2704493341406
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Trinidad and Tobago,TTO,23.959549705781
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Tunisia,TUN,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Turkiye,TUR,29.1728559312269
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Turkmenistan,TKM,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Turks and Caicos Islands,TCA,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Tuvalu,TUV,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Uganda,UGA,13.0957063452079
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Ukraine,UKR,31.8658437422527
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,United Arab Emirates,ARE,4.6692064278284
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,United Kingdom,GBR,33.5328778412486
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,United States,USA,17.2913779593688
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Uruguay,URY,30.6396584566012
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Uzbekistan,UZB,18.056455521859
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Vanuatu,VUT,31.2466844104235
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,"Venezuela, RB",VEN,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Viet Nam,VNM,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Virgin Islands (U.S.),VIR,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,West Bank and Gaza,PSE,20.2905602961643
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,"Yemen, Rep.",YEM,..
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Zambia,ZMB,19.5961045589077
"Revenue, excluding grants (% of GDP)",GC.REV.XGRT.GD.ZS,Zimbabwe,ZWE,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Afghanistan,AFG,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Albania,ALB,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Algeria,DZA,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,American Samoa,ASM,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Andorra,AND,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Angola,AGO,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Antigua and Barbuda,ATG,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Argentina,ARG,8.79801852253825
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Armenia,ARM,0.403545249598453
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Aruba,ABW,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Australia,AUS,106.812166424017
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Austria,AUT,30.0458543542059
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Azerbaijan,AZE,4.51253660120982
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Bahamas, The",BHS,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Bahrain,BHR,66.4632908995266
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Bangladesh,BGD,18.3401778158872
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Barbados,BRB,58.7047500055284
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Belarus,BLR,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Belgium,BEL,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Belize,BLZ,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Benin,BEN,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Bermuda,BMU,39.9449583179822
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Bhutan,BTN,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Bolivia,BOL,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Bosnia and Herzegovina,BIH,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Botswana,BWA,21.2912803799483
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Brazil,BRA,63.3838235201946
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,British Virgin Islands,VGB,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Brunei Darussalam,BRN,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Bulgaria,BGR,23.3129208094818
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Burkina Faso,BFA,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Burundi,BDI,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Cabo Verde,CPV,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Cambodia,KHM,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Cameroon,CMR,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Canada,CAN,138.15815488345
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Cayman Islands,CYM,6.37927626536013
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Central African Republic,CAF,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Chad,TCD,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Channel Islands,CHI,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Chile,CHL,146.462516484177
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,China,CHN,60.0107216359496
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Colombia,COL,40.8753318985173
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Comoros,COM,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Congo, Dem. Rep.",COD,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Congo, Rep.",COG,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Costa Rica,CRI,3.4421455821892
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Cote d'Ivoire,CIV,13.4146102809389
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Croatia,HRV,36.5367551455574
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Cuba,CUB,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Curacao,CUW,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Cyprus,CYP,16.3565463641626
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Czechia,CZE,10.2467653377075
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Denmark,DNK,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Djibouti,DJI,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Dominica,DMA,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Dominican Republic,DOM,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Ecuador,ECU,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Egypt, Arab Rep.",EGY,13.8697170478913
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,El Salvador,SLV,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Equatorial Guinea,GNQ,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Eritrea,ERI,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Estonia,EST,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Ethiopia,ETH,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Faroe Islands,FRO,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Fiji,FJI,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Finland,FIN,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,France,FRA,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,French Polynesia,PYF,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Gabon,GAB,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Gambia, The",GMB,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Georgia,GEO,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Germany,DEU,53.0215722985443
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Ghana,GHA,14.5795669811104
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Gibraltar,GIB,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Greece,GRC,25.8815811480494
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Greenland,GRL,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Grenada,GRD,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Guam,GUM,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Guatemala,GTM,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Guinea,GIN,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Guinea-Bissau,GNB,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Guyana,GUY,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Haiti,HTI,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Honduras,HND,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Hong Kong SAR, China",HKG,1349.37429420264
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Hungary,HUN,20.0502607622863
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Iceland,ISL,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,India,IND,80.6502829973526
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Indonesia,IDN,46.762748650124
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Iran, Islamic Rep.",IRN,116.535120776761
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Iraq,IRQ,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Ireland,IRL,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Isle of Man,IMN,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Israel,ISR,59.3946021093363
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Italy,ITA,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Jamaica,JAM,99.6000410312177
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Japan,JPN,120.96679808146
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Jordan,JOR,47.2695930702197
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Kazakhstan,KAZ,22.3704848140565
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Kenya,KEN,24.9670356970152
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Kiribati,KIR,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Korea, Dem. People's Rep.",PRK,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Korea, Rep.",KOR,89.9127831414539
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Kosovo,XKX,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Kuwait,KWT,83.8740123293793
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Kyrgyz Republic,KGZ,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Lao PDR,LAO,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Latvia,LVA,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Lebanon,LBN,14.9901292994513
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Lesotho,LSO,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Liberia,LBR,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Libya,LBY,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Liechtenstein,LIE,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Lithuania,LTU,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Luxembourg,LUX,63.2898700548865
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Macao SAR, China",MAC,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,North Macedonia,MKD,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Madagascar,MDG,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Malawi,MWI,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Malaysia,MYS,110.619393447663
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Maldives,MDV,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Mali,MLI,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Malta,MLT,32.5376862547888
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Marshall Islands,MHL,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Mauritania,MRT,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Mauritius,MUS,59.6810953086244
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Mexico,MEX,31.7166515141275
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,"Micronesia, Fed. Sts.",FSM,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Moldova,MDA,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Monaco,MCO,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Mongolia,MNG,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Montenegro,MNE,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Morocco,MAR,50.740866290361
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Mozambique,MOZ,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Myanmar,MMR,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Namibia,NAM,20.802303576206
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Nauru,NRU,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Nepal,NPL,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Netherlands,NLD,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,New Caledonia,NCL,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,New Zealand,NZL,50.6842129745415
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Nicaragua,NIC,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Niger,NER,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Nigeria,NGA,9.25605501323802
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Northern Mariana Islands,MNP,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Norway,NOR,72.3067416526895
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Oman,OMN,19.4405100503848
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Pakistan,PAK,15.7558109966212
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Palau,PLW,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Panama,PAN,24.7553019941051
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Papua New Guinea,PNG,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Paraguay,PRY,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Peru,PER,43.3399128506845
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Philippines,PHL,73.0757984667356
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Poland,POL,25.1572827261554
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Portugal,PRT,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Puerto Rico,PRI,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Qatar,QAT,90.7464816106825
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Romania,ROU,10.3745242661979
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Russian Federation,RUS,46.749301656053
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Rwanda,RWA,31.0573650573422
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Samoa,WSM,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,San Marino,SMR,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Sao Tome and Principe,STP,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Saudi Arabia,SAU,287.016531101711
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Senegal,SEN,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Serbia,SRB,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Seychelles,SYC,60.8201435853947
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Sierra Leone,SLE,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Singapore,SGP,185.000869971907
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Sint Maarten (Dutch part),SXM,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Slovak Republic,SVK,..
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Slovenia,SVN,14.6972942975039
Market capitalization of listed domestic companies (% of GDP),CM.MKT.LCAP.GD.ZS,Solomon Islands,SLB,..
